hospital_name,district,state
Bukkawar Heart And Critical Care Hospital,Chandrapur,Maharashtra
Christ Hospital,Chandrapur,Maharashtra
Coal City Hospital,Chandrapur,Maharashtra
Ghate Surgical and Maternity Hospital,Chandrapur,Maharashtra
Gulwade Ent Maternity Hospital,Chandrapur,Maharashtra
Katyayini Rugnalaya,Chandrapur,Maharashtra
Ladukar Hospital,Chandrapur,Maharashtra
Manwatkar Multispeciality Hospital,Chandrapur,Maharashtra
Shankar Netralaya,Chandrapur,Maharashtra
Shree Maternity And Nursing Home,Chandrapur,Maharashtra
Shri Mahvir Surgical Hospital,Chandrapur,Maharashtra
Shri Sai Nursing Home,Chandrapur,Maharashtra
Shri Vyankatesh Hospital and Research Center,Chandrapur,Maharashtra
Shushrusha Hospital,Chandrapur,Maharashtra
Shweta Hospital,Chandrapur,Maharashtra
Sushrusha Hospital,Chandrapur,Maharashtra
Sushrut Surgical Hospital,Chandrapur,Maharashtra
Vyankatesh Hospital And Research Centre - Chandrapur,Chandrapur,Maharashtra
Wasnik Hospital,Chandrapur,Maharashtra
Accident Fracture and Backpain Clinic,Chandrapur,Maharashtra
Agrawal Nursing Home,Chandrapur,Maharashtra
Anande Hospital,Chandrapur,Maharashtra
Ankur Hospital,Chandrapur,Maharashtra
Brindavani Hospital,Chandrapur,Maharashtra
Changuna Netralaya,Chandrapur,Maharashtra
Dr. Wasnik Hospital,Chandrapur,Maharashtra
Murkey Icu And Laproscopic Centre,Chandrapur,Maharashtra
Prem Sudha Netralaya,Chandrapur,Maharashtra
Sainani Nursing Home,Chandrapur,Maharashtra
Shobha Health Care and Dialysis Hospital,Chandrapur,Maharashtra
Shri Sai Divine Cure Multispeciality Hospital,Chandrapur,Maharashtra
Shweta Hospital Multispeciality,Chandrapur,Maharashtra
Spandan Heart Hospital,Chandrapur,Maharashtra
Trinity Childrens Hospital,Chandrapur,Maharashtra
Vasant Netralaya,Chandrapur,Maharashtra
Aastha Intensive Care Centre,Dhule,Maharashtra
Akshyadeep Hospital,Dhule,Maharashtra
Apurva Critical Care,Dhule,Maharashtra
Arogya Stone Clinic,Dhule,Maharashtra
Bafna Hospital,Dhule,Maharashtra
Chirantan Hospital,Dhule,Maharashtra
Dr.B.D.Ahirrao Hospital,Dhule,Maharashtra
Jawahar Medical College,Dhule,Maharashtra
Jayawant Hospital and Maternity Home,Dhule,Maharashtra
Life Surgical and Materity Home,Dhule,Maharashtra
Lokmanyaa Hospital,Dhule,Maharashtra
Mahale Accident Hospital,Dhule,Maharashtra
Matruseva Hospital,Dhule,Maharashtra
Mutha Accident Hospital,Dhule,Maharashtra
"Om Medical Foundation and Research Centre, Tirupati",Dhule,Maharashtra
Patil Accident Hospital,Dhule,Maharashtra
Plastic Surgery And Burns Hospital,Dhule,Maharashtra
Ram Surgical Hospital,Dhule,Maharashtra
Sai Ram Hospital,Dhule,Maharashtra
Samarth Hospital and Cancer Clinic,Dhule,Maharashtra
Shree Netralaya,Dhule,Maharashtra
Sumalti Surgical Hospital,Dhule,Maharashtra
Suyash Hospital,Dhule,Maharashtra
Tajnaksh Healthcare,Dhule,Maharashtra
Tushar Hospital,Dhule,Maharashtra
Vardhaman Hospital,Dhule,Maharashtra
Venkatesh Health Care and Research Institute,Dhule,Maharashtra
Niramaya Cancer Hospital,Dhule,Maharashtra
Sai Hospital,Dhule,Maharashtra
Sanjeevan Hospital,Dhule,Maharashtra
Sharda Netralay,Dhule,Maharashtra
Shri Siddheshwar Multispeciality Hospital,Dhule,Maharashtra
Spandan Hospital Dhule,Dhule,Maharashtra
Sudha Health Care Pvt. Ltd,Dhule,Maharashtra
Suman Hospital,Dhule,Maharashtra
Sushrut Hospital,Dhule,Maharashtra
Abhay Accident And Maternity Hospital,Dhule,Maharashtra
Maher Hospital,Dhule,Maharashtra
Vimal Maternity Home and Gajanan Infertility Clinic,Dhule,Maharashtra
Niranjan Hopital,Dhule,Maharashtra
Akalade Hospital,Dhule,Maharashtra
Tushar Clinic and Maternity Home,Dhule,Maharashtra
Ninad Hospital and Nursing Home,Dhule,Maharashtra
Navjeevan Hospital and E.F.G. Clinic,Dhule,Maharashtra
Gaurav Hospital,Dhule,Maharashtra
Milind Surgical And Meternity Hospital,Dhule,Maharashtra
Dr. Tongaonkar Hospital,Dhule,Maharashtra
Sai Balrugnalaya,Dhule,Maharashtra
Dr.Holi Polyclinic and Research Centre,Gadchiroli,Maharashtra
Shri Sai Maternity andN Surgical Home,Gadchiroli,Maharashtra
Birelliwar Nursing Home,Gadchiroli,Maharashtra
B J Hospital and Research Institite,Gondia,Maharashtra
Bahekar Nursing Home,Gondia,Maharashtra
Dr.Sudhir Karlekar Hospital,Gondia,Maharashtra
Gondia Hospital And Medical Research Centre,Gondia,Maharashtra
Jaipuria Nursing Home,Gondia,Maharashtra
Ratnaparkhi Nursing Home,Gondia,Maharashtra
Somani Nursing Home,Gondia,Maharashtra
Ayusha Critical Care,Gondia,Maharashtra
Central Hospital And Critical Care Centre - Gondia,Gondia,Maharashtra
Dharaskar Nursing Home,Gondia,Maharashtra
Gondia Hospital and Medical Research Center,Gondia,Maharashtra
I Care Nursing Home,Gondia,Maharashtra
Balaji Nursing Home,Gondia,Maharashtra
Ahilia Netralaya and Maternity Centre,Hingoli,Maharashtra
Dhanwantari Critical Care I C U,Hingoli,Maharashtra
Om Hospital,Hingoli,Maharashtra
Sant Tukaram Hospital And Criticare Centre,Hingoli,Maharashtra
Shri Vinayak Hospital and Pathology Lab,Hingoli,Maharashtra
Snehal Nursing Home,Hingoli,Maharashtra
Venkatesh Netralaya,Hingoli,Maharashtra
Dirghayu Hospital and Nursing Home,Hingoli,Maharashtra
Asha Maternity Children S Hospital,Jalgaon,Maharashtra
Deore Hospital Chalisgaon,Jalgaon,Maharashtra
Matoshri Accident Hospital,Jalgaon,Maharashtra
Om Netralaya And Dental Clinic,Jalgaon,Maharashtra
Siddhi Vinayak Medicentres Pvt. Ltd.,Jalgaon,Maharashtra
Stree Chaitanya Maternity and Surgical Nursing Home,Jalgaon,Maharashtra
Vijay Hospital,Jalgaon,Maharashtra
Dawalbhakta Eye Hospital,Jalgaon,Maharashtra
Shriniwas Hospital,Jalgaon,Maharashtra
Muktai Hospital,Jalgaon,Maharashtra
Aarogyam Advanced Surgical Centre,Jalgaon,Maharashtra
Ankur Childrens Hospital,Jalgaon,Maharashtra
Arogya Deep Hospital,Jalgaon,Maharashtra
Arya Hospital,Jalgaon,Maharashtra
Atharva Hospital Criticare General and Dental Centre,Jalgaon,Maharashtra
Athavale Eye Care And Laser Centre,Jalgaon,Maharashtra
Bhatia Hospital,Jalgaon,Maharashtra
Bhirud Hospital,Jalgaon,Maharashtra
Chandrama Hospital,Jalgaon,Maharashtra
Chinmay Hospital And Critcal Care Centre,Jalgaon,Maharashtra
Chirayu Childrens Critical Care Centre - Jalgaon,Jalgaon,Maharashtra
"Damani Maternity and Surgical Hospital,Jalgaon",Jalgaon,Maharashtra
Dipika Hospital,Jalgaon,Maharashtra
Disha Eye Hospital,Jalgaon,Maharashtra
Doshi Hospital,Jalgaon,Maharashtra
Dr Sunil V Chaudhari Hospital,Jalgaon,Maharashtra
Dr. Datar E.N.T. Hospital,Jalgaon,Maharashtra
Dr. Nandini Athavales Hospital For Children And Ne,Jalgaon,Maharashtra
Dr. Ramakant Patil Hospital,Jalgaon,Maharashtra
Gajanan Heart and Eye Hospital,Jalgaon,Maharashtra
Gajre Hospital Neuro Centre,Jalgaon,Maharashtra
Ganpati Hospital - Jalgaon,Jalgaon,Maharashtra
Gayatri Urological Surgical Hospital,Jalgaon,Maharashtra
Godavari Hospital and Maternity Home,Jalgaon,Maharashtra
Godavari Hospital And Sonography Centre,Jalgaon,Maharashtra
Godawari Foudation,Jalgaon,Maharashtra
Gokul Hospital,Jalgaon,Maharashtra
Gurudev Hospital And Prasuti Gruh,Jalgaon,Maharashtra
Heramb Netralaya,Jalgaon,Maharashtra
Indo-American Cardio Vascular Center,Jalgaon,Maharashtra
Jalgaon Heart Institute Ltd. / Indoamerican Cardiovascular Center,Jalgaon,Maharashtra
Jawale Hospital,Jalgaon,Maharashtra
Jeevan Nursing Home,Jalgaon,Maharashtra
K.K.Nursing Home,Jalgaon,Maharashtra
Kamal Hospital and Maternity Home,Jalgaon,Maharashtra
Khadke Hospital,Jalgaon,Maharashtra
Kochars Hospital,Jalgaon,Maharashtra
Kusumshri Nursing Home,Jalgaon,Maharashtra
Lilawati Accident Hospital,Jalgaon,Maharashtra
Madhur Urologi and Clinic,Jalgaon,Maharashtra
Mansai Hospital,Jalgaon,Maharashtra
Manshanti Hospital,Jalgaon,Maharashtra
Matruseva Hospital,Jalgaon,Maharashtra
Mauli Hospital,Jalgaon,Maharashtra
Mulik Netra Chikitsalaya,Jalgaon,Maharashtra
Muthe Hospital,Jalgaon,Maharashtra
Naval Hospital and Ivf-Icsi Centre,Jalgaon,Maharashtra
Nemade Hospital and Nemade Institute Of Psychiatry,Jalgaon,Maharashtra
Nimjai Healthcare( Pvt) L T D,Jalgaon,Maharashtra
Nirmaldeep Eye Hospital and Phaco Centre,Jalgaon,Maharashtra
Nityaseva Nursing Home,Jalgaon,Maharashtra
Om Critical Care And Trauma Centre,Jalgaon,Maharashtra
Padmavati Hospital,Jalgaon,Maharashtra
Parshwa Netralaya,Jalgaon,Maharashtra
Patel Hospital and Maternity Home,Jalgaon,Maharashtra
Prabha Clinic,Jalgaon,Maharashtra
Raisoni Hospital,Jalgaon,Maharashtra
Rajas Hospital,Jalgaon,Maharashtra
Rote Hospital,Jalgaon,Maharashtra
Sahara Accident and Orthopedic Super Speciality Hosp,Jalgaon,Maharashtra
Sanjeevan Heart Hospital,Jalgaon,Maharashtra
"Sanjivani Hospital, Jalgaon",Jalgaon,Maharashtra
"Saraswati Hospital, Jalgoan",Jalgaon,Maharashtra
Shanti Orthopaedics Hospital and Reseaech Centre,Jalgaon,Maharashtra
Sheetal Hospital,Jalgaon,Maharashtra
Shobha Hopsital,Jalgaon,Maharashtra
"Shraddha Hospital, Jalgaon",Jalgaon,Maharashtra
Shree Gajanan Heart and Eye Hospitals Pvt. Ltd,Jalgaon,Maharashtra
Shree Gayatri Hospital,Jalgaon,Maharashtra
Shree Samarth Mansopchar Hospital,Jalgaon,Maharashtra
Shree Swaminatayan Surgical Hospital and Laparoscopy Centre,Jalgaon,Maharashtra
Shreesai Medical Foundation,Jalgaon,Maharashtra
Shri Naval Hospital And Ivf Center,Jalgaon,Maharashtra
Shri Saileela Accident Hospital,Jalgaon,Maharashtra
Siddhivinayak Hospital,Jalgaon,Maharashtra
Sidhesh Hospital,Jalgaon,Maharashtra
Srushti Hospital,Jalgaon,Maharashtra
Sudatta Orthopaedic Hospital,Jalgaon,Maharashtra
Sudeep Hospital,Jalgaon,Maharashtra
Sukhanjali Hospital,Jalgaon,Maharashtra
Vardan Maternity Hospital,Jalgaon,Maharashtra
Vardhaman Accident Hospital,Jalgaon,Maharashtra
Vatshalya Maternity Hospital and Infertility Clinic,Jalgaon,Maharashtra
Vijayendra Hospital and Maternity Home,Jalgaon,Maharashtra
Vimal Nursing Home,Jalgaon,Maharashtra
Vinod Hospital,Jalgaon,Maharashtra
Chopade Accident Hospital,Jalgaon,Maharashtra
Kolhe Hospital,Jalgaon,Maharashtra
Sahyog Critical Care Centre,Jalgaon,Maharashtra
Shree Surgical And Maternity Home,Jalgaon,Maharashtra
Siddhesh Hospitals,Jalgaon,Maharashtra
Swastik Surgical and Dental Hospital,Jalgaon,Maharashtra
Vishwaprabha Hospital,Jalgaon,Maharashtra
Vivekanand Netralaya and Phaco Center,Jalgaon,Maharashtra
Astha Plastic and Cosmetic Surgery Centre,Jalgaon,Maharashtra
"Shree Anagha Dutt Hospital,Chopda",Jalgaon,Maharashtra
Shri Anghadatta Hospital,Jalgaon,Maharashtra
Shri Nrusinha Hospital,Jalgaon,Maharashtra
"Vivekanand Hospital - Chopda,Jalgaon",Jalgaon,Maharashtra
Dr. Gupta E.N.T. Hospital,Jalgaon,Maharashtra
Radhika Hospital,Jalgaon,Maharashtra
Arpan Hospital,Jalgaon,Maharashtra
Bhirud Hospital,Jalgaon,Maharashtra
Dr Manwatkar Hospital,Jalgaon,Maharashtra
E.N.T. And Eye Hospital,Jalgaon,Maharashtra
Kelkar Hospital,Jalgaon,Maharashtra
Khanapurkar Maternity Hospital and Sonography,Jalgaon,Maharashtra
Lokhande Hospital,Jalgaon,Maharashtra
Manvatkar Hos.,Jalgaon,Maharashtra
Naik Hospital,Jalgaon,Maharashtra
Nehete Hospital and Sonography Centre,Jalgaon,Maharashtra
Pushpa Surgical Hospital - Bhusawal,Jalgaon,Maharashtra
Sai Pushpa Hospital,Jalgaon,Maharashtra
Soniccha Accident Hospital,Jalgaon,Maharashtra
Spandan Hospital,Jalgaon,Maharashtra
Vishwanath Hospital,Jalgaon,Maharashtra
Yashshree Hospital,Jalgaon,Maharashtra
Maher Hospital,Jalgaon,Maharashtra
Amar Hospital,Jalgaon,Maharashtra
Durga Hospital,Jalgaon,Maharashtra
Ganesh Hospital,Jalgaon,Maharashtra
Madhu-Prabhab Childrens Hospital,Jalgaon,Maharashtra
Mahajan Maternity And Children Hospital,Jalgaon,Maharashtra
Sushrut Hospital,Jalgaon,Maharashtra
Janki Prasutigrih and Children Hospital,Jalgaon,Maharashtra
Mauli Hospital and Maternity Home,Jalgaon,Maharashtra
Samruddhi Hospital,Jalgaon,Maharashtra
Varth Dental Clinic,Jalgaon,Maharashtra
Aai Maternity Hospital and Nursing Home,Jalna,Maharashtra
Deepak Hospital,Jalna,Maharashtra
Despande Home and Maternity Home,Jalna,Maharashtra
Dhankani Hospital,Jalna,Maharashtra
Gopal Hospital,Jalna,Maharashtra
Goyal Hospital,Jalna,Maharashtra
Jai Shree Hospital,Jalna,Maharashtra
Jalna Mission Hospital - Jalna,Jalna,Maharashtra
Karwa Hospital,Jalna,Maharashtra
Mantri Surgical And Maternity Hospital - Jalna,Jalna,Maharashtra
Mathruchaya Hospital,Jalna,Maharashtra
Matruseva Hospital,Jalna,Maharashtra
Ostwal Hospital,Jalna,Maharashtra
Sahyadri -Jalna Mission Hospital,Jalna,Maharashtra
Shree Surgical Hospital,Jalna,Maharashtra
Shri Ganapati Neralaya. (Division Of Mahyco Trust),Jalna,Maharashtra
Shri Gurunanak Critical Care and Hospital,Jalna,Maharashtra
Soni Hospital,Jalna,Maharashtra
Unhale Hospital,Jalna,Maharashtra
Joshi Hospital,Jalna,Maharashtra
Shyamdip Critical Care,Jalna,Maharashtra
Sri Ganapathi Nethralaya,Jalna,Maharashtra
Child Hospital and Premature Care Centre / Niramay Bal Rugnalay,Kolhapur,Maharashtra
Chougule Hospital,Kolhapur,Maharashtra
Dr Prasad S Desai Hospital,Kolhapur,Maharashtra
Grace Heart and Health Foundation,Kolhapur,Maharashtra
Jaya Urology Hospital,Kolhapur,Maharashtra
Jyotirling Hospital,Kolhapur,Maharashtra
Kapale Hospital - Kolhapur,Kolhapur,Maharashtra
Maher Hospital,Kolhapur,Maharashtra
Meera Nursing Home,Kolhapur,Maharashtra
Mudhale Nursing Home And Kolhapur Endoscopy Centre,Kolhapur,Maharashtra
Om Clinic,Kolhapur,Maharashtra
Patki Hospital,Kolhapur,Maharashtra
Purva Hospital,Kolhapur,Maharashtra
Ram Krishna Hospital,Kolhapur,Maharashtra
Rama Clinic,Kolhapur,Maharashtra
Ramkrishna Hospital,Kolhapur,Maharashtra
Shree Kamakshi Hospital,Kolhapur,Maharashtra
Shri Siddhivinayak Heart Hospital,Kolhapur,Maharashtra
Shubham Karoti Hospital,Kolhapur,Maharashtra
Siddhi Hospital,Kolhapur,Maharashtra
Swami Hospital,Kolhapur,Maharashtra
Warana Institute Of Uro - Surgery,Kolhapur,Maharashtra
Anandi Nursing Home,Kolhapur,Maharashtra
Apple Saraswati Multispeciality Hospital,Kolhapur,Maharashtra
Aster Aadhar Hospital,Kolhapur,Maharashtra
Bargale Eye Care,Kolhapur,Maharashtra
Drishtideep Netraseva (Phaco and Eye Care Centre) - Kolhapur,Kolhapur,Maharashtra
Gajanan Orthopaedic Centre,Kolhapur,Maharashtra
Guru Prasad Hospital,Kolhapur,Maharashtra
Lokmanya Hospital,Kolhapur,Maharashtra
Lotus Hospital and Research Centre,Kolhapur,Maharashtra
Medicare Center,Kolhapur,Maharashtra
Nirmal Nursing Home,Kolhapur,Maharashtra
Noor Hospital,Kolhapur,Maharashtra
Pishawikar Hospital,Kolhapur,Maharashtra
Sanjeevan Hospital and Critical Care Unit,Kolhapur,Maharashtra
Saraswati Hospital and Advanced Medical Care Center - Kolhapur,Kolhapur,Maharashtra
Shree Mahalaxmi Nursing Home,Kolhapur,Maharashtra
Shree Venkateshwara Hospital,Kolhapur,Maharashtra
Sushrusha Nursing Home and Premature Baby Care Unit,Kolhapur,Maharashtra
Tejomaya Netra Rugnalaya,Kolhapur,Maharashtra
Western India Institute Of Neuro Sciences - Kolhapur,Kolhapur,Maharashtra
Yasho Dip Orthopadic Centre and Genral Hospital,Kolhapur,Maharashtra
Aastha Hospital,Kolhapur,Maharashtra
Apple Hospitals And Research Institute Ltd,Kolhapur,Maharashtra
Children Surgical Hospital,Kolhapur,Maharashtra
Gayatri Hospital,Kolhapur,Maharashtra
Ishan Hospital,Kolhapur,Maharashtra
Joshi Hospital And Dialysis Centre,Kolhapur,Maharashtra
Kelavkar Medical Centre And Critical Care Unit,Kolhapur,Maharashtra
Kolhapur Institute Of Orthopaedics And Trauma - Kolhapur,Kolhapur,Maharashtra
Kukreja Nursing Home,Kolhapur,Maharashtra
Padmashree Dr D Y Patil Hospital and Research Insti,Kolhapur,Maharashtra
Parimal Hospital,Kolhapur,Maharashtra
Pragati Netra Hospital,Kolhapur,Maharashtra
Saideep Fracture and Accident Hospital,Kolhapur,Maharashtra
Shree Ram Hospital and Premature Baby Care Unit,Kolhapur,Maharashtra
Tagare Eye Hospital,Kolhapur,Maharashtra
Takle Accident and Fracture Hospital,Kolhapur,Maharashtra
Vasan Eye Care Hospital,Kolhapur,Maharashtra
Vijay Hospital,Kolhapur,Maharashtra
Ganesh Hospital,Kolhapur,Maharashtra
Apoorva Hospital,Kolhapur,Maharashtra
Konark Hospital,Kolhapur,Maharashtra
Kulkarni Heart Hospital,Kolhapur,Maharashtra
Shri Mahalaxmi Hospital,Kolhapur,Maharashtra
Tejomay Netra Ruganalaya - Kolhapur,Kolhapur,Maharashtra
Vairat Hospital,Kolhapur,Maharashtra
Basarge Eye Hospital,Kolhapur,Maharashtra
Chatrapati Shahu Cancer Research Foundations,Kolhapur,Maharashtra
Chirayu Hospital,Kolhapur,Maharashtra
City Hospital,Kolhapur,Maharashtra
"Dhanwantri Fracture, Orthopaedic And Arthroscopy Centre",Kolhapur,Maharashtra
Gargoti Maternity Home,Kolhapur,Maharashtra
Gurukrupa Hospital,Kolhapur,Maharashtra
Hirani Hospital and Intensive Care Unit,Kolhapur,Maharashtra
Janaki Nursing Home - Kolhapur,Kolhapur,Maharashtra
Janani Hospital,Kolhapur,Maharashtra
Kolhapur Cancer Centre,Kolhapur,Maharashtra
Lotus Hospital And Research Centre - Kolhapur,Kolhapur,Maharashtra
"Masai Medical Foundation, Shri Swami Samarath Hosp",Kolhapur,Maharashtra
Prachi Hospital,Kolhapur,Maharashtra
Pragati Netra Rugnalaya,Kolhapur,Maharashtra
Sakhadeo Hospital,Kolhapur,Maharashtra
Samarth Clinic,Kolhapur,Maharashtra
Shaligram Eye and Contact Lens Clinic,Kolhapur,Maharashtra
Shikalgar Hospital,Kolhapur,Maharashtra
Shraddha Clinic and Hospital,Kolhapur,Maharashtra
Shri Ram Hospital,Kolhapur,Maharashtra
Shri Sai Cardiac Center (Unit Of Mahalaxmi Hrudayalaya) - Kolhapur,Kolhapur,Maharashtra
Siddhivinayak Nursing Home,Kolhapur,Maharashtra
Sneh Hospital,Kolhapur,Maharashtra
Sushrisha Maternity and Surgical Hospital,Kolhapur,Maharashtra
Vardhan Children Hospital,Kolhapur,Maharashtra
Aadhar Nursing Home,Kolhapur,Maharashtra
Abhinav Nursing Home,Kolhapur,Maharashtra
Anand Nursing Home,Kolhapur,Maharashtra
Apex Hospital,Kolhapur,Maharashtra
Ashwini Hospital,Kolhapur,Maharashtra
Deshpande Orthopaedic Hospital - Kolhapur,Kolhapur,Maharashtra
Dr Joshis Orthopaedic Centre,Kolhapur,Maharashtra
Dr.Chandrashekar Shaligram Eye and Contact Lens Clin,Kolhapur,Maharashtra
Gajanan Orthopaedic Center,Kolhapur,Maharashtra
Gangotri Hospital,Kolhapur,Maharashtra
Kapileshwar Nursing Home and Dental Clinic,Kolhapur,Maharashtra
Karna Hospital,Kolhapur,Maharashtra
Kotkar Hospital,Kolhapur,Maharashtra
Lalla : The Total Care,Kolhapur,Maharashtra
Lotus Hospital and Reserach Centre,Kolhapur,Maharashtra
Omkar Hospital,Kolhapur,Maharashtra
Orthopaedic Centre and Nursing Home,Kolhapur,Maharashtra
Patil Hospital,Kolhapur,Maharashtra
Raghunathrao Nimbalkar Memorial Hospital,Kolhapur,Maharashtra
Sai Kala Clinic,Kolhapur,Maharashtra
Sai-Ganesh Hospital,Kolhapur,Maharashtra
Siddhesh Hospital,Kolhapur,Maharashtra
Sona Maternity and Nursing Home,Kolhapur,Maharashtra
Tamhankar Hospital and Ultrasonography Clinic - Kolh,Kolhapur,Maharashtra
Yasho Datta Accident Hospital,Kolhapur,Maharashtra
Awalekar Hospital,Kolhapur,Maharashtra
Birnale Hospital,Kolhapur,Maharashtra
Choudhari Hospital,Kolhapur,Maharashtra
Netra Sanjivni Unit Jaysingpur,Kolhapur,Maharashtra
Shanti Maternity Hospital,Kolhapur,Maharashtra
Shree Maternity Home,Kolhapur,Maharashtra
Ankur Children Hospital,Kolhapur,Maharashtra
Vinay Jyoti Hospital,Kolhapur,Maharashtra
Sumitra Hospital,Kolhapur,Maharashtra
Dr Mahapure Hospital,Kolhapur,Maharashtra
Ent Hospital (Dr. Balashed Patil),Kolhapur,Maharashtra
Kudalkar Hospital,Kolhapur,Maharashtra
Sonkamal Orthopedic Hospital,Kolhapur,Maharashtra
Om Swaroop Hospital,Kolhapur,Maharashtra
Shree Hospital Kodoli,Kolhapur,Maharashtra
Yashwant Dharmartha Ayurvedic Rugnalay,Kolhapur,Maharashtra
Accident Fracture Orth and Surgical Hospital,Kolhapur,Maharashtra
Dr V G Joshi,Kolhapur,Maharashtra
Dr.Amar Kulkarni,Kolhapur,Maharashtra
Dr.Joshi Hospital,Kolhapur,Maharashtra
Kalp-Deep Hospital,Kolhapur,Maharashtra
Maternity and Surgical Hospital,Kolhapur,Maharashtra
Niramaya Hospital,Kolhapur,Maharashtra
"Safalya Fertility, Endoscopy And Intensive Medical Care Centre- Ichalkaranji",Kolhapur,Maharashtra
Sanjayot Netralaya,Kolhapur,Maharashtra
Shraddha Surgical Hospital,Kolhapur,Maharashtra
Snehdeep Nursing Home,Kolhapur,Maharashtra
Sushil Datta Orthopedic Center,Kolhapur,Maharashtra
Tdcpls Sanjeevani Hospital and Critical Care,Kolhapur,Maharashtra
"Yamuna Surgicals,Ichalkaranji",Kolhapur,Maharashtra
Sangeeta Hospital,Kolhapur,Maharashtra
Shree Datta Shetkari Sahakari Sakhar Karkhana Ltd,Kolhapur,Maharashtra
Galaxy Hospitals Ltd,Kolhapur,Maharashtra
Tara Hospital,Kolhapur,Maharashtra
"Parvati Hospital, Kale",Kolhapur,Maharashtra
Shri Ram Clinic,Kolhapur,Maharashtra
Jadhav Hospital,Kolhapur,Maharashtra
Mamta Clinic and Nursing Home,Kolhapur,Maharashtra
Chavan Hospital,Kolhapur,Maharashtra
Sanjeevani Hospital,Kolhapur,Maharashtra
Ganga Hospital,Kolhapur,Maharashtra
Madhav Hospital,Kolhapur,Maharashtra
Rukad Fracture Accident and Orthopaedic Hospital,Kolhapur,Maharashtra
Dr Ghewade Nursing Home,Kolhapur,Maharashtra
Om Sai Hospital,Kolhapur,Maharashtra
Pitrubal Hospital,Kolhapur,Maharashtra
Shivshakti Hospital,Kolhapur,Maharashtra
Siddhagiri Hospital,Kolhapur,Maharashtra
Ankur Eye Hospital Laser And Phaco Centre - Gadhinglaj,Kolhapur,Maharashtra
Bhavani Maternity And Surgical Icu,Kolhapur,Maharashtra
Ganga Hospital,Kolhapur,Maharashtra
Hattarki Hospital,Kolhapur,Maharashtra
Kai. Suresh Deshpande Memo.Orthopaedic Hospital,Kolhapur,Maharashtra
Lt Kedari Redkar Charitable Hospital and Research,Kolhapur,Maharashtra
Omkar Medical Charitable Trust (Magdum Hospital),Kolhapur,Maharashtra
Pattan Shetti,Kolhapur,Maharashtra
Sai Deep Fracture and Accident Hospital,Kolhapur,Maharashtra
Tara Children Hospital - Gadhinglaj,Kolhapur,Maharashtra
K.M.D.C Hospital,Kolhapur,Maharashtra
Aayush Hospital,Latur,Maharashtra
Akshay Hospital,Latur,Maharashtra
Ameya Hospital,Latur,Maharashtra
Deshmukh Hospital,Latur,Maharashtra
Hambire Navjat Shishu Balrugnalaya And Prajuti Graha,Latur,Maharashtra
Kazi Hospital,Latur,Maharashtra
Keshavraj Hospital,Latur,Maharashtra
Life Line Charitable Hospital,Latur,Maharashtra
Parees Hospital,Latur,Maharashtra
Ram Krishna Hospital,Latur,Maharashtra
Sanjeevan Hospital,Latur,Maharashtra
Shreeyash Hospital,Latur,Maharashtra
Swami Hospital,Latur,Maharashtra
Alpha Superspeciality Hospital,Latur,Maharashtra
Aziza Memorial Hospital and Research Centre,Latur,Maharashtra
Dr Sb Gugale Memorial Hospital,Latur,Maharashtra
Dr. Maindarkar Paed. Hospital,Latur,Maharashtra
Gojamgunde Hospital,Latur,Maharashtra
Jatal Hospital,Latur,Maharashtra
Lakshmi Hospital,Latur,Maharashtra
"Latur Medical Foundation Pvt, Ltd",Latur,Maharashtra
Lokmanya Medical Foundation and Research Centre Pvt,Latur,Maharashtra
Mandade Womens Hospital,Latur,Maharashtra
Prabhavati Multi Speciality Hospital and Research Center,Latur,Maharashtra
Shushila Hospital Latur,Latur,Maharashtra
Smt.Laxmiben Dhanji Devshi Health Centre,Latur,Maharashtra
Suvaidya Maternity and Nursing Home,Latur,Maharashtra
Vaishnavi Netralaya,Latur,Maharashtra
Gunale Pediatric Hospital,Latur,Maharashtra
Navjeevan Hospital - Ahmedpur,Latur,Maharashtra
Dnyaneshwar Hospital,Latur,Maharashtra
Udaygiri Multispeciality Hospital,Latur,Maharashtra
Vivekanand Hospital Latur,Latur,Maharashtra
Maeer Punes Yashwantrao Chavan Rural Hospital,Latur,Maharashtra
Deshmukh Accident Hospital,Latur,Maharashtra
Pooja Clinic,Latur,Maharashtra
Barmade Hospital,Latur,Maharashtra
Chiranjeev Hospital,Latur,Maharashtra
Deshpande Hospital,Latur,Maharashtra
Dr. S B Gugle Memorial Hospital,Latur,Maharashtra
Jatal Hospital and Research Centre,Latur,Maharashtra
Krishna Hospital,Latur,Maharashtra
Latur Cancer and Lacoscopy Centre,Latur,Maharashtra
M. J. Hospital - Latur,Latur,Maharashtra
Mamta Hospital,Latur,Maharashtra
Planet Critical Care Centre,Latur,Maharashtra
Sahara Hospital - Latur,Latur,Maharashtra
Sai Neonatal And Pediatric Hospital And Icu,Latur,Maharashtra
Saint Dnyaneshwar Hospital - Latur,Latur,Maharashtra
"Shri Venkatesh Eye Institute / Dr. Ram Patil ,",Latur,Maharashtra
Tuljai Hosital,Latur,Maharashtra
Apex Kidney Care Pvt. Ltd.,Mumbai,Maharashtra
Arihant Heart and Surgical Hospital,Mumbai,Maharashtra
Banaji Eyesurgery and Laser Center,Mumbai,Maharashtra
Bhoir Hospital,Mumbai,Maharashtra
